Project > Number,Project > Name,Project > Actual Start Date,Project > Projected Finish Date,Project > APM,Company (Vendor) > Name,Company Project Insurance > Expiration Date,Company Project Insurance > Insurance Type,Company Project Insurance > Policy Number
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",PREFERRED EXTERIOR INDUSTRIES,4/4/2027,Workers Compensation,H2385 944-0- NYSIF
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",A. YORK CLEANING COMPANY INC.,5/22/2027,Umbrella/Excess,46 SBM BS6SL8
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",A. YORK CLEANING COMPANY INC.,5/22/2027,General Liability,46 SBM BS6SL8
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",A. YORK CLEANING COMPANY INC.,5/22/2027,Automobile Liability,46 SBM BS6SL8
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",A. YORK CLEANING COMPANY INC.,3/1/2027,Workers Compensation,WWC3768730 3/3
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",Nova Electric LLC,5/29/2027,Automobile Liability,BAB29429192626G
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",Nova Electric LLC,5/29/2027,General Liability,DT1NCO331D9715TCT26
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",Nova Electric LLC,5/29/2027,Umbrella/Excess,CUPB40350792626
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",Nova Electric LLC,5/29/2027,Workers Compensation,UBB29436272626G
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",IGNITE PLUMBING & HEATING LLC,8/19/2026,Workers Compensation,Q 25764093 -NYSIF
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",IGNITE PLUMBING & HEATING LLC,2/12/2027,General Liability,CEP4000302
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",IGNITE PLUMBING & HEATING LLC,2/12/2027,Umbrella/Excess,ISCEXO300002422-01
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",IGNITE PLUMBING & HEATING LLC,2/18/2027,Automobile Liability,390 4112-B18-52
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",WOODVIEW MECHANICAL,2/9/2027,General Liability,CEP1000322
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",WOODVIEW MECHANICAL,2/8/2027,Umbrella/Excess,GXL0002508 2
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",WOODVIEW MECHANICAL,2/8/2027,Automobile Liability,FMC-HNO1001525-00
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",WOODVIEW MECHANICAL,2/9/2027,Workers Compensation,Q2605522-8 - NYSIF
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish","BARONE STEEL FABRICATORS, INC.",9/1/2026,General Liability,CZO1NYGLOO50-02
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish","BARONE STEEL FABRICATORS, INC.",4/1/2026,Workers Compensation,Z 2376 727-0 (BSI)
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish","BARONE STEEL FABRICATORS, INC.",9/1/2026,Umbrella/Excess,CZ11NY3X0059-02 (1st XL)
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish","BARONE STEEL FABRICATORS, INC.",9/1/2026,Umbrella/Excess,CZ12NY5X0051-02 (2nd XL)
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish","BARONE STEEL FABRICATORS, INC.",3/4/2027,Automobile Liability,CZO5NYCA0018-02
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",ARK BUILDERS CORP,5/31/2026,General Liability,CS NEC0000031-02
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",ARK BUILDERS CORP,6/19/2026,Automobile Liability,CAR3100001445-2
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",ARK BUILDERS CORP,5/31/2026,Umbrella/Excess,MXL0444058
25-084-G,"BJ's-New Store-Bronx, NY",2/11/2026,4/9/2027,"Yoon Susan, Beauzil Alain, Ahern Tim, Stewart Brian, O'Connor Trish",ARK BUILDERS CORP,8/23/2026,Workers Compensation,WCP-2917-05630-01
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",BK INTERIORS INC.,1/25/2027,General Liability,S 2251482
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",BK INTERIORS INC.,1/25/2027,Automobile Liability,S 2251482
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",BK INTERIORS INC.,1/25/2027,Umbrella/Excess,S 2251482
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",BK INTERIORS INC.,1/25/2027,Workers Compensation,H1031608-1 NYSIF
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",CORE FLOORING INTERNATIONAL,5/30/2026,Umbrella/Excess,GXL000231602
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",CORE FLOORING INTERNATIONAL,3/6/2027,Workers Compensation,KWC1435656
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",CORE FLOORING INTERNATIONAL,6/17/2026,Automobile Liability,998989307
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",CORE FLOORING INTERNATIONAL,5/30/2026,Umbrella/Excess,DMX1000009-01
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",CORE FLOORING INTERNATIONAL,5/30/2026,General Liability,FMC-CGL1001025-01
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",KABACK ENTERPRISES INC,2/1/2027,Automobile Liability,3L346550
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",KABACK ENTERPRISES INC,2/1/2027,Umbrella/Excess,8R225759
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",KABACK ENTERPRISES INC,2/1/2027,General Liability,0J652766
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",KABACK ENTERPRISES INC,7/1/2026,Workers Compensation,WC063539703 NY
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","ORION INTERIORS, INC",1/4/2027,Automobile Liability,BA-3L169958-26-26-G
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","ORION INTERIORS, INC",1/4/2027,Umbrella/Excess,CUP-0J133548-26-26
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","ORION INTERIORS, INC",1/4/2027,General Liability,DT-CO-3F717733-TCT-26
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","ORION INTERIORS, INC",1/4/2027,Workers Compensation,UB-8P655414-26-26-G
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",RAEL AUTOMATIC SPRINKLER CO.,12/15/2026,General Liability,PSI2500801
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",RAEL AUTOMATIC SPRINKLER CO.,12/15/2026,Automobile Liability,73APB013120
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",RAEL AUTOMATIC SPRINKLER CO.,12/15/2026,Umbrella/Excess,P-001-001854156-01
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",RAEL AUTOMATIC SPRINKLER CO.,12/15/2026,Workers Compensation,WIL 5087384 00
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",STONHARD,4/1/2027,General Liability,1-GLSTO-01/2026
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",STONHARD,4/1/2027,Umbrella/Excess,62785664
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",STONHARD,4/1/2027,Automobile Liability,BAP 9258789 19
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",STONHARD,4/1/2027,Workers Compensation,"WC 9258790 19 (MA, PR, WI)"
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",STONHARD,4/1/2027,Workers Compensation,WC 9258788 19 (AOS)
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",STONHARD,4/1/2027,Workers Compensation,EWS 5965995 18 (XS OH-$500k SIR)
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",STONHARD,4/1/2027,Workers Compensation,WC 7121392 04 (TX)
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",ROCKMOR ELECTRIC,9/30/2026,General Liability,5050-0466-25
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",ROCKMOR ELECTRIC,9/30/2026,Automobile Liability,5736201
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",ROCKMOR ELECTRIC,9/30/2026,Umbrella/Excess,1000587972251
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",ROCKMOR ELECTRIC,11/12/2026,Workers Compensation,419 - Self Insured
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","BLACK HAWK, INC.",8/5/2026,Workers Compensation,1001243329
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","BLACK HAWK, INC.",8/5/2026,General Liability,1000026246251
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","BLACK HAWK, INC.",8/5/2026,Automobile Liability,1000673120251
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","BLACK HAWK, INC.",8/5/2026,Umbrella/Excess,1001261351251
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","RESOURCE NEW JERSEY, INC.",12/6/2026,General Liability,S 2089123
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","RESOURCE NEW JERSEY, INC.",12/6/2026,Automobile Liability,S 2089123
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","RESOURCE NEW JERSEY, INC.",12/6/2026,Umbrella/Excess,S 2089123
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","RESOURCE NEW JERSEY, INC.",12/6/2026,Workers Compensation,101708-7-25
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",A. YORK CLEANING COMPANY INC.,5/22/2027,Umbrella/Excess,46 SBM BS6SL8
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",A. YORK CLEANING COMPANY INC.,5/22/2027,General Liability,46 SBM BS6SL8
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",A. YORK CLEANING COMPANY INC.,5/22/2027,Automobile Liability,46 SBM BS6SL8
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",A. YORK CLEANING COMPANY INC.,3/1/2027,Workers Compensation,WWC3768730 3/3
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",American Window Film,3/7/2027,General Liability,DT-CO-4W42274A-TCT-26
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",American Window Film,3/7/2027,Automobile Liability,810-4W25589A-26-26-G
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",American Window Film,3/7/2027,Workers Compensation,UB-4W388476-26-26-G
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",American Window Film,3/7/2027,Umbrella/Excess,027734780
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","CITYWIDE PAINTING& DESIGN, INC",10/1/2026,Workers Compensation,C73944260
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","CITYWIDE PAINTING& DESIGN, INC",4/21/2027,Automobile Liability,CAP1071150
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","CITYWIDE PAINTING& DESIGN, INC",4/21/2027,General Liability,CMP9156010
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian","CITYWIDE PAINTING& DESIGN, INC",4/21/2027,Umbrella/Excess,CUP9148916
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",TANGENT CONSTRUCTION INC.,4/18/2027,Automobile Liability,BA-9P937636-26-26-G
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",TANGENT CONSTRUCTION INC.,4/18/2027,Umbrella/Excess,CUP-B2465582-26-26
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",TANGENT CONSTRUCTION INC.,4/18/2027,General Liability,DT1N-CO-C7047203-TCT-26
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",TANGENT CONSTRUCTION INC.,4/18/2027,Workers Compensation,UB-9P93351A-26-26-G
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",I.M.P PLUMBING & HEATING CORP,1/1/2027,Workers Compensation,M927887-0 - NYSIF
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",I.M.P PLUMBING & HEATING CORP,7/30/2026,Umbrella/Excess,EXL0004322
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",I.M.P PLUMBING & HEATING CORP,7/30/2026,General Liability,600GLO219976-00
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",I.M.P PLUMBING & HEATING CORP,,Automobile Liability,
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",MATTER SURFACES INC.,12/31/2026,Workers Compensation,UB6K1226202514G
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",MATTER SURFACES INC.,12/31/2026,General Liability,Y630C2528857COF25
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",MATTER SURFACES INC.,12/31/2026,Automobile Liability,8102LO4003A2514G
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",MATTER SURFACES INC.,12/31/2026,Umbrella/Excess,CUP4P4510082514
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",W&W GLASS LLC,7/1/2026,Umbrella/Excess,CUP-B6197390-25-25
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",W&W GLASS LLC,6/29/2026,Workers Compensation,G6537369 - NYSIF
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",W&W GLASS LLC,7/1/2026,Automobile Liability,VT2NKCAPSG429020lND25
25-085-G,Aldi-42nd St-Buildout,11/17/2025,4/6/2026,"Yoon Susan, Stewart Brian",W&W GLASS LLC,7/1/2026,General Liability,VTC2K- CO-828K6216-IND-25
25-087-I,S&S-Fixturing-W.Babylon-Melito,1/4/2026,3/6/2026,"Yoon Susan, Stewart Brian",WC FINISHER CORP,,,
25-090-G,Perkins Coie-SoHo Ceiling-NYC,12/8/2025,12/22/2025,Abad Raymond,ILCO PAINTING CORP,5/22/2026,General Liability,MPGR385904
25-090-G,Perkins Coie-SoHo Ceiling-NYC,12/8/2025,12/22/2025,Abad Raymond,ILCO PAINTING CORP,5/22/2026,Automobile Liability,BAGR385904
25-090-G,Perkins Coie-SoHo Ceiling-NYC,12/8/2025,12/22/2025,Abad Raymond,ILCO PAINTING CORP,5/22/2026,Umbrella/Excess,XSGR385904
25-090-G,Perkins Coie-SoHo Ceiling-NYC,12/8/2025,12/22/2025,Abad Raymond,ILCO PAINTING CORP,11/1/2026,Workers Compensation,Z1373818-2 NYSIF
25-090-G,Perkins Coie-SoHo Ceiling-NYC,12/8/2025,12/22/2025,Abad Raymond,"ORION INTERIORS, INC",1/4/2027,Umbrella/Excess,CUP-0J133548-26-26
25-090-G,Perkins Coie-SoHo Ceiling-NYC,12/8/2025,12/22/2025,Abad Raymond,"ORION INTERIORS, INC",1/4/2027,General Liability,DT-CO-3F717733-TCT-26
25-090-G,Perkins Coie-SoHo Ceiling-NYC,12/8/2025,12/22/2025,Abad Raymond,"ORION INTERIORS, INC",1/4/2027,Workers Compensation,UB-8P655414-26-26-G
25-090-G,Perkins Coie-SoHo Ceiling-NYC,12/8/2025,12/22/2025,Abad Raymond,"ORION INTERIORS, INC",1/4/2027,Automobile Liability,BA-3L169958-26-26-G
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,WC FINISHER CORP,12/24/2026,General Liability,MP0082001011157
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,WC FINISHER CORP,11/5/2026,Automobile Liability,CAR3100000368-3
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,WC FINISHER CORP,12/24/2026,Umbrella/Excess,MXLO445093
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,WC FINISHER CORP,6/15/2026,Workers Compensation,KWC1400520
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,ALAINN TILE & MARBLE INC.,11/20/2026,General Liability,CTRl016310
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,ALAINN TILE & MARBLE INC.,11/20/2026,Umbrella/Excess,6024019203464
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,ALAINN TILE & MARBLE INC.,6/20/2026,Workers Compensation,NYSIF Certificate
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,ALAINN TILE & MARBLE INC.,,Automobile Liability,
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,CONDE ELECTRIC INC.,,,
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,BLACK DOG INTERIORS CORP.,9/28/2026,Workers Compensation,5381832
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,BLACK DOG INTERIORS CORP.,5/23/2027,Automobile Liability,BAGR4526-02
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,BLACK DOG INTERIORS CORP.,5/23/2027,General Liability,GLGR4526-02
25-091-G,Starbucks-WSP-NYU Refresh,2/5/2026,2/9/2026,Ahern Tim,BLACK DOG INTERIORS CORP.,5/23/2027,Umbrella/Excess,XSGR4526-02
25-092-G,"Perkins Coie-6,7&8th Floors-DC",12/15/2025,2/13/2026,Abad Raymond,PRESS MECHANICAL CONTRACTORS,,,
25-093-G,S&S-SCO Group 3-CT Locations,4/6/2026,4/9/2026,"Yoon Susan, Santiago Mark",PROFESSIONAL ELECTRICAL CONT.,,,
25-094-G,S&S-SCO Group 3-NY Locations,1/19/2026,4/15/2026,"Yoon Susan, Santiago Mark",CRK CONTRACTING OF SUFFOLK INC,,,
25-094-G,S&S-SCO Group 3-NY Locations,1/19/2026,4/15/2026,"Yoon Susan, Santiago Mark",UNION FLOORING INSTALLATIONS,,,
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,APPLE MAINTENANCE SVC INC.,11/15/2026,General Liability,P6308T139540PHX25
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,APPLE MAINTENANCE SVC INC.,11/15/2026,Automobile Liability,BA-8T140981-25-43-G
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,APPLE MAINTENANCE SVC INC.,11/15/2026,Umbrella/Excess,CUP-8T1413752543
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,APPLE MAINTENANCE SVC INC.,11/15/2026,Workers Compensation,UB-8T141234-25-43-G
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,WC GREMP LLC,3/29/2027,Workers Compensation,UB-C5289823-26-42-G
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,WC GREMP LLC,4/1/2027,Automobile Liability,16SBMAK4F0V
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,WC GREMP LLC,4/1/2027,Umbrella/Excess,16SBMAK4F0V
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,WC GREMP LLC,4/1/2027,General Liability,16SBMAK4F0V
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,MAXIMUM ELECTRIC CORP,9/9/2026,Workers Compensation,KEYMCP00317301
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,MAXIMUM ELECTRIC CORP,4/29/2027,Automobile Liability,BAGR1594-06
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,MAXIMUM ELECTRIC CORP,4/29/2027,General Liability,MPGR1594-06
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,MAXIMUM ELECTRIC CORP,4/29/2027,Umbrella/Excess,XSGR1594-06
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,IGNITE PLUMBING & HEATING LLC,2/12/2027,Umbrella/Excess,ISCEXO300002422-01
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,IGNITE PLUMBING & HEATING LLC,8/19/2026,Workers Compensation,Q 25764093
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,IGNITE PLUMBING & HEATING LLC,2/18/2027,Automobile Liability,390 4112-B18-52
25-096-T,Sweetgreen-Nomad Relo IK-NYC,12/15/2025,12/23/2025,Brown Monephia,IGNITE PLUMBING & HEATING LLC,2/12/2027,General Liability,CEP4000302
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",BENCO INC,8/15/2026,Umbrella/Excess,S 2309333
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",BENCO INC,8/15/2026,Workers Compensation,WC 9047640
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Workers Compensation,5608317
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Umbrella/Excess,DMX100002001
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Automobile Liability,5608330
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,General Liability,FMCCGL100110201
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","JERSEY TILE, LLC.",11/1/2026,General Liability,7063455947
26-001-G,"Shoprite-Expansion-Bethpage,NY",1/26/2026,12/14/2026,"Santiago Mark, Stewart Brian","JERSEY TILE, LLC.",11/1/2026,Automobile Liability,7063455964
